t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,flags
995690521.995,995690530.995,995690526.745,995690521.995,995690530.91,23.4484903004,2.22914393328,4.83038900187e-15,4.59203650256e-16,16.6547127838,0.0986003043837,0.108457211396,22.3859215241,2.27007389474,4.61149983396e-15,4.67635222317e-16,16.7050625576,0.104868909283,0.116091599096,26.0601437749,2.12519632645,5.36838961764e-15,4.3779044325e-16,16.5400579815,0.0851161806091,0.0923608228039,136.0,150.368027146,9.0,8.1858146038,5.77003827933,15.0693405206,21.2004030342,0.904648172306,106.308250427,344.161437988,298.952820316,301.564122623,44.4565680374,32.0
995690530.995,995690539.995,995690535.348,995690531.08,995690539.86,23.9942818025,2.13490062634,4.94282205131e-15,4.39789529026e-16,16.6297306121,0.0925451647478,0.101174729838,21.4786245595,2.23463107011,4.42459665925e-15,4.60334000444e-16,16.7499838332,0.107461790778,0.119278163556,25.1528468103,2.08736867378,5.18148644293e-15,4.29997946799e-16,16.5785321355,0.0865584823291,0.0940617101419,132.0,145.203126828,4.0,3.63309611787,5.77283072261,6.68819967152,21.2106630915,0.909219524812,107.051818848,344.424835205,298.173164088,301.564032723,44.4568068281,32.0
995690539.995,995690548.995,995690544.642,995690540.075,995690548.955,22.0538166969,2.21972747366,4.54308623957e-15,4.57263859573e-16,16.7212905986,0.104123578918,0.115178744982,21.579776624,2.23814117152,4.44543398454e-15,4.61057081334e-16,16.7448826377,0.107142117755,0.118884378458,25.2539988748,2.09118131829,5.20232376822e-15,4.30783351569e-16,16.574174608,0.0863765818855,0.0938469258591,134.0,145.840093021,11.0,10.0389695222,5.774930685,18.4808302568,21.21837882,0.918917590466,107.791496277,343.99899292,297.526339073,301.564003639,44.4566619822,32.0
995690548.995,995690557.995,995690553.242,995690548.995,995690557.99,26.1313818241,2.37515718781,5.38306465576e-15,4.8928238069e-16,16.5370940606,0.0944552922659,0.103462381262,25.6681090326,2.39199817084,5.28763046072e-15,4.92751623194e-16,16.5565153115,0.096738626255,0.106208645964,29.3423312835,2.25497786277,6.0445202444e-15,4.6452543973e-16,16.4112634598,0.0803887080218,0.0868201047099,156.0,169.318599152,11.0,10.0649397156,5.77045489385,18.5286390219,21.2019337686,0.921522383466,108.692657471,343.341339111,296.766190233,301.56410392,44.4567486265,0.0
995690557.995,995690566.995,995690562.756,995690558.035,995690566.92,26.4274475646,2.35948241983,5.4440541983e-15,4.86053378485e-16,16.5248619505,0.0928503292599,0.101539614824,25.6225303307,2.38882162622,5.27824124813e-15,4.92097255002e-16,16.5584449602,0.0967801362049,0.106258689666,29.2967525816,2.25178836012,6.0351310318e-15,4.63868402184e-16,16.4129512916,0.0803994885475,0.0868326802931,154.0,169.271493868,10.0,9.00551842147,5.77782446695,16.5783407304,21.2290112181,0.909817205637,109.572097778,342.396087646,296.085421977,301.564104395,44.4568917225,0.0
995690566.995,995690575.995,995690571.688,995690567.0,995690575.95,23.4871116251,2.22613516692,4.83834499477e-15,4.58583844386e-16,16.6529259704,0.0983182657894,0.108116013064,22.4041960447,2.26778837511,4.61526438521e-15,4.67164405273e-16,16.7041765894,0.10468679468,0.115868422877,26.0784182956,2.12314859465,5.37215416888e-15,4.37368610498e-16,16.5392968823,0.0849799786752,0.0922004558937,137.0,150.869591015,9.0,8.14342191753,5.78522781961,14.9912994391,21.2562127811,0.908141228059,109.570823669,341.462432861,296.269730534,301.564189094,44.4568952812,0.0
995690575.995,995690584.995,995690580.383,995690576.315,995690584.91,26.1593715746,2.45487147754,5.38883054436e-15,5.05703524374e-16,16.5359317331,0.097387387579,0.106991264506,26.8315910652,2.43108180706,5.52730775943e-15,5.00802852255e-16,16.5083839342,0.0941689150822,0.103118839532,30.505813316,2.29670186078,6.28419754311e-15,4.7312058332e-16,16.3690434795,0.0788113422102,0.0849830036758,160.0,176.423312432,15.0,13.6544711483,5.78326860537,25.1366400685,21.2490141926,0.907038413708,108.937721252,340.680877686,297.045465176,301.563874051,44.4565039202,32.0
995690584.995,995690593.995,995690589.234,995690585.01,995690593.95,30.2449371142,2.45521124317,6.23045704553e-15,5.05773516094e-16,16.3783682854,0.0847425929117,0.0919210577691,28.8908893671,2.50240628759,5.95152320961e-15,5.15495695244e-16,16.428097722,0.0901899973028,0.0983662133702,32.5651116179,2.37216014546,6.70841299329e-15,4.88664989965e-16,16.2981185723,0.0763410425756,0.0821175052084,169.0,188.459108337,8.0,7.29378350808,5.78714762437,13.4271923671,21.2632665705,0.896998619229,107.591262817,340.60748291,298.379524544,301.564166999,44.4567683293,32.0
995690593.995,995690602.995,995690598.83,995690594.15,995690602.97,21.2809623604,2.27351272341,4.38387824624e-15,4.68343621023e-16,16.760021841,0.110205416898,0.122668537875,21.9448097411,2.24818115533,4.52063080666e-15,4.63125317999e-16,16.7266704502,0.105894355254,0.117349810769,25.6190319919,2.10246536752,5.27752059034e-15,4.33107865708e-16,16.5585932099,0.0856349217463,0.0929720004666,133.0,148.479921976,15.0,13.6574365319,5.79568822207,25.14209907,21.2946466246,0.89592807302,106.581382751,340.651367188,299.36056047,301.564073345,44.4566223591,32.0
995690602.995,995690611.995,995690604.714,995690603.01,995690605.965,22.9532657667,4.04259302074,4.72837274795e-15,8.32774162272e-16,16.6778887869,0.176131656226,0.210343765293,23.5935791828,4.00140256884,4.86027731165e-15,8.24288929182e-16,16.6480154274,0.170090705428,0.201777854866,27.2678014336,3.75632318531,5.61716709533e-15,7.73802576173e-16,16.4908746931,0.140123533649,0.160925467959,48.0,52.69559878,5.0,4.52924634062,1.93252099581,8.33793076342,7.10051164305,0.911164794239,105.535606384,341.034393311,300.310209416,301.56443385,44.456522054,36.0
995690638.995,995690647.995,995690644.067,995690640.025,995690647.945,25.8227765173,2.42438301929,5.31949196257e-15,4.99422901973e-16,16.5499926583,0.0974296153108,0.107042240753,24.4100649272,2.48017319107,5.02847337501e-15,5.1091567736e-16,16.6110776636,0.105064283559,0.11633111732,28.0842871781,2.33229593857,5.78536315868e-15,4.80452963346e-16,16.4588414868,0.0866175504197,0.0941314734034,133.0,144.997160872,7.0,6.34252795749,5.16292829339,11.6760173763,18.9697460152,0.917334505988,112.010253906,330.209259033,296.325566531,301.564219903,44.4565456253,32.0
995690647.995,995690656.995,995690652.376,995690648.12,995690656.97,25.942505965,2.35614017605,5.34415622879e-15,4.85364876267e-16,16.5449701868,0.0943843332889,0.10337723939,25.416241534,2.37529330613,5.235745756e-15,4.89310421063e-16,16.5672216775,0.0970030079413,0.106527452278,29.0904637848,2.23815192051,5.99263553968e-15,4.61059295625e-16,16.420623387,0.080476400649,0.0869224068232,155.0,168.935984169,11.0,9.93043065757,5.80726334988,18.2810200742,21.3371762167,0.917661338816,113.793937683,330.49017334,294.525934527,301.564114056,44.4564679091,0.0
995690656.995,995690665.995,995690661.569,995690657.085,995690665.925,32.5339650259,2.52955568012,6.70199679534e-15,5.21088470105e-16,16.2991575113,0.0812963142925,0.0878797840455,31.1733855703,2.57544653413,6.42171742748e-15,5.30541986032e-16,16.3455400721,0.0861869431666,0.0936230879088,34.8476078212,2.44954582303,7.17860721116e-15,5.04606439545e-16,16.2245675737,0.0737567977775,0.079134845861,184.0,202.383361371,8.0,7.29904095846,5.80766870455,13.4368708553,21.3386655799,0.909272514367,114.5521698,330.311431885,293.831516846,301.564025996,44.4566428587,0.0
995690665.995,995690674.995,995690670.353,995690666.005,995690674.81,23.2345115636,2.16432837431,4.78630938211e-15,4.45851645108e-16,16.6646661321,0.0967008350529,0.106163089192,21.5557870921,2.23005656118,4.44049214098e-15,4.59391651604e-16,16.7460902865,0.106886686263,0.118569914368,25.230009343,2.08350175086,5.19738192466e-15,4.29201360677e-16,16.5752064716,0.0861503000485,0.093579846438,132.0,146.63818724,7.0,6.30011646953,5.81205441688,11.5979416826,21.3547796617,0.900289086303,115.255371094,329.490661621,293.344627511,301.564423885,44.4565514012,0.0
995690674.995,995690683.995,995690679.785,995690675.09,995690683.985,24.6403607994,2.26228075476,5.07591432468e-15,4.66029835481e-16,16.6008823431,0.0953696561557,0.104560599487,23.5405679063,2.30366301688,4.84935698871e-15,4.74554581476e-16,16.6504576605,0.101366692712,0.111814284407,27.2147901572,2.16231735289,5.60624677238e-15,4.45437374695e-16,16.492987525,0.0830101066058,0.0898859765811,142.0,158.40581226,9.0,8.13981922183,5.82057812481,14.9846672038,21.386097659,0.896694049995,116.174224854,328.55859375,292.678911376,301.563996404,44.4566137006,0.0
995690683.995,995690692.995,995690688.46,995690684.265,995690692.98,27.8716030053,2.46339421742,5.74155021908e-15,5.07459208789e-16,16.4670951315,0.091955030267,0.100469744763,27.9263549409,2.46148465598,5.75282911783e-15,5.07065839132e-16,16.4649643661,0.0917139293692,0.100181963205,31.6005771918,2.3297663265,6.50971890151e-15,4.7993186326e-16,16.3307624621,0.0772331034537,0.0831506541865,162.0,183.977749743,13.0,11.7930821026,5.82197434645,21.7099920526,21.3912276877,0.880814383719,115.552589417,327.731994629,293.484231242,301.564224493,44.4565957138,0.0
995690692.995,995690701.995,995690697.776,995690693.01,995690701.99,26.762723367,2.36006590253,5.51312101361e-15,4.86173575922e-16,16.5111742374,0.0917566566858,0.100232952935,25.9494268979,2.389427029,5.34558194096e-15,4.92221967975e-16,16.5446805731,0.0956362797197,0.104881217619,29.6236491487,2.25374519585,6.10247172464e-15,4.64271510345e-16,16.4009036114,0.0796106488233,0.0859132051911,154.0,172.769661737,10.0,9.0636510437,5.83215325261,16.6853576032,21.4286272512,0.891532959485,114.051696777,326.933135986,295.135898753,301.564345957,44.4565638719,0.0
995690701.995,995690710.995,995690706.966,995690702.01,995690710.985,25.2163707409,2.36842657681,5.19457237262e-15,4.87895874824e-16,16.5757935474,0.097468040642,0.107088630641,25.2905065915,2.36574133785,5.20984435784e-15,4.87342715597e-16,16.5726061782,0.0970893278072,0.10663157872,28.9647288423,2.22860907884,5.96673414152e-15,4.59093470242e-16,16.4253263321,0.0804809571764,0.0869277229519,152.0,168.916138026,13.0,11.8743653924,5.83178730742,21.8596271996,21.4272826872,0.899992450028,113.05115509,326.561431885,296.197337736,301.564185738,44.4566062184,0.0
995690710.995,995690719.995,995690715.598,995690711.01,995690719.945,23.7187999448,2.26984229543,4.88607278863e-15,4.67587512859e-16,16.6422682198,0.0992271964683,0.109216300899,23.1841636249,2.28998000239,4.77593770672e-15,4.71735880491e-16,16.6670214169,0.102270399704,0.112915065407,26.8583858757,2.14777949816,5.5328274904e-15,4.42442576622e-16,16.5073002273,0.0835260240912,0.0904912657744,141.0,156.379720728,11.0,9.92980125111,5.82237970112,18.2798613941,21.3927170508,0.901718435545,112.330406189,326.549530029,296.898579893,301.56423348,44.456790299,0.0
995690719.995,995690728.995,995690723.703,995690720.015,995690726.865,21.8673433975,2.47754173309,4.50467273988e-15,5.10373597017e-16,16.7305099375,0.116529261712,0.130556645637,21.1410227444,2.50974038794,4.35505068535e-15,5.17006519915e-16,16.7671850164,0.121797912762,0.13720811461,24.8152449953,2.34231834187,5.11194046903e-15,4.82517578425e-16,16.5932035819,0.0979305845767,0.10764733223,102.0,112.239389566,8.0,7.24281460888,4.52300146895,13.3333632572,16.6185126379,0.908838914064,111.433128357,326.861602783,297.691223514,301.56421522,44.4566777396,32.0
995690755.995,995690764.995,995690762.473,995690760.02,995690764.89,23.7838960032,3.07636848568,4.89948257667e-15,6.3373190805e-16,16.639292507,0.132068218918,0.150386875167,23.5707382423,3.08702791999,4.8555720779e-15,6.35927751518e-16,16.6490670376,0.133626422783,0.152411398725,27.2449604931,2.89780825702,5.61246186158e-15,5.96948500947e-16,16.4917845438,0.10974239811,0.122095028015,79.0,88.3960937506,7.0,6.09992142157,3.24449337238,11.2294007988,11.9209897416,0.893752084756,124.030052185,320.586914062,287.168679203,301.564484309,44.4566213113,4.0
995690764.995,995690773.995,995690769.661,995690765.085,995690773.655,24.3565561657,2.22339524425,5.01745057014e-15,4.58019420315e-16,16.6134602942,0.0948457509143,0.103931101765,22.9277817137,2.27779069889,4.72312303302e-15,4.69224883971e-16,16.6790949042,0.102836315709,0.113605428262,26.6020039645,2.13510934507,5.4800128167e-15,4.39832525085e-16,16.5177141154,0.0838219663631,0.09083875601,139.0,155.234577826,8.0,7.1177828093,5.8354467593,13.1031910808,21.4407283268,0.895506412319,123.841445923,321.212554932,287.177660152,301.564403209,44.4566418107,0.0
995690773.995,995690782.995,995690778.623,995690774.005,995690782.86,22.4490890635,2.28256353263,4.62451234708e-15,4.70208087722e-16,16.7020031926,0.105136036044,0.116419106052,22.746500838,2.27136778637,4.68577917264e-15,4.67901763991e-16,16.6877135067,0.103339275685,0.114219661851,26.4207230889,2.12820290831,5.44266895632e-15,4.38409799111e-16,16.5251382517,0.084112688823,0.0911803178387,138.0,154.121537896,14.0,12.585066506,5.83335805677,23.1679633406,21.4330539694,0.895461504878,124.089988708,321.263916016,286.924563696,301.564382717,44.4565519094,0.0
995690782.995,995690791.995,995690787.324,995690783.005,995690791.915,27.7061522817,2.34963600622,5.70746737002e-15,4.84025017281e-16,16.4735594577,0.0883797649971,0.0962165779909,26.3075816682,2.40003156376,5.41936182366e-15,4.94406502134e-16,16.5297976818,0.0947903980422,0.103864631633,29.9818039191,2.26524100605,6.17625160734e-15,4.66639647245e-16,16.3878556011,0.0790804077363,0.0852959661028,157.0,175.180874339,8.0,7.22274641795,5.84290641122,13.2964195421,21.4681367458,0.896355656787,124.723075867,320.984588623,286.392772596,301.564048089,44.4567550029,0.0
995690791.995,995690800.995,995690796.849,995690792.03,995690800.96,18.8607800601,2.14083699776,3.88532069238e-15,4.41012421539e-16,16.8911008733,0.116732711567,0.130812141303,19.1545343135,2.12907039585,3.94583406858e-15,4.38588501545e-16,16.8743210054,0.11443396632,0.127931608114,22.8287565644,1.9759857351,4.70272385226e-15,4.0705306143e-16,16.6837943575,0.0901311560899,0.0982962165465,121.0,133.474070125,14.0,12.6023459228,5.84675165066,23.1997731761,21.4822650101,0.906748036139,125.243217468,320.070068359,286.146961401,301.564118301,44.4565920085,0.0
