t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,flags
993336631.995,993336641.995,993336637.251,993336633.14,993336641.945,24.7718220498,2.30338583399,5.10299534225e-15,4.74497481801e-16,16.5951051211,0.0965346206655,0.105962761552,24.0714870341,2.32955179407,4.95872632901e-15,4.79887669579e-16,16.6262427001,0.100295239643,0.110511805349,27.7114621198,2.19014749819,5.70856119667e-15,4.51170384628e-16,16.4733513981,0.0825878162055,0.0893909982495,146.0,160.092930206,10.0,9.22517320913,5.77713761599,16.9827052259,21.0286369889,0.912056560103,96.7289199829,440.081756592,305.908311731,301.563498382,44.4565424201,32.0
993336641.995,993336651.995,993336647.351,993336642.155,993336651.98,24.4473411259,2.28186208554,5.03615227194e-15,4.70063589622e-16,16.6094209188,0.0968859507109,0.106386276958,25.3029362737,2.25247975152,5.21240487238e-15,4.64010828814e-16,16.5720726957,0.0925901264478,0.101228476367,28.9429113594,2.12293758252,5.96223974004e-15,4.37325141999e-16,16.4261444636,0.0768525290289,0.0827096641381,170.0,185.870290697,17.0,15.6826773742,6.42196247603,28.870383348,23.3757834141,0.914739656405,97.7942581177,439.182983398,304.73532223,301.563924295,44.4565668948,32.0
993336651.995,993336661.995,993336656.791,993336652.035,993336661.925,28.6909513845,2.28190479929,5.9103359852e-15,4.70072388653e-16,16.4356376261,0.0830907659962,0.0899805672766,27.4255432306,2.32467874797,5.64966190551e-15,4.78883822081e-16,16.4846119035,0.0883374297971,0.0961663990315,31.0655183163,2.19939450581,6.39949677316e-15,4.53075268197e-16,16.3493034899,0.0742694639351,0.0797253350309,184.0,199.503691685,9.0,8.28370082586,6.42203003514,15.2495401567,23.3760293276,0.922416167251,97.9493484497,438.333221436,304.47336824,301.563661748,44.4564317858,32.0
993336661.995,993336671.995,993336666.984,993336662.025,993336671.97,25.1472203701,2.15646939419,5.18032739623e-15,4.44232695202e-16,16.578775031,0.0893283826246,0.0973420755181,23.8854250408,2.20149593256,4.92039755841e-15,4.53508162107e-16,16.6346675651,0.0957246215136,0.104987487975,27.5254001265,2.06894300951,5.67023242607e-15,4.2620225996e-16,16.4806658978,0.078687660311,0.0848391998678,164.0,176.998760868,9.0,8.3070900959,6.43037921536,15.2925976765,23.4064201356,0.926631922345,97.2353897095,437.632629395,305.094451014,301.563682016,44.4565658328,32.0
993336671.995,993336681.995,993336677.589,993336671.995,993336681.985,24.9999835269,2.26243782527,5.14999660654e-15,4.66062192005e-16,16.5851506937,0.0940617580298,0.102990343791,25.3140811116,2.2516148144,5.21470070899e-15,4.63832651767e-16,16.5715945817,0.0925169846318,0.101141046248,28.9540561973,2.12216801632,5.96453557665e-15,4.37166611363e-16,16.4257264675,0.0767970830262,0.0826454440072,172.0,186.148395076,15.0,13.8089986641,6.42909559224,25.421111177,23.4017477794,0.92404688089,96.0835647583,437.280883789,306.19448706,301.563912007,44.4563910597,32.0
993336681.995,993336691.995,993336686.766,993336682.04,993336691.915,24.2476507669,2.25123994754,4.99501605797e-15,4.63755429193e-16,16.6183258291,0.096395064242,0.10579461528,24.8246163677,2.23127956331,5.11387097175e-15,4.59643590042e-16,16.5927936356,0.0934484350175,0.102255423143,28.4645914534,2.1009855225,5.86370583941e-15,4.32803017634e-16,16.4442376129,0.0773191084515,0.0832503585887,171.0,183.55397341,16.0,14.7714791362,6.44850194707,27.192950228,23.4723864275,0.931684677846,95.0833587646,437.730712891,307.242192411,301.563828893,44.4565846052,32.0
993336691.995,993336701.995,993336696.954,993336692.08,993336701.975,24.0316603624,2.12910362429,4.95052203466e-15,4.38595346603e-16,16.6280405562,0.0921666131319,0.100722408697,22.9975707833,2.16642066959,4.73749958136e-15,4.46282657936e-16,16.6757950894,0.0977439119317,0.107421789203,26.637545869,2.03202823973,5.48733444901e-15,4.18597817384e-16,16.5162644736,0.0798175772846,0.0861542619799,160.0,171.84185128,10.0,9.13182794491,6.45111423272,16.8108650804,23.4818950822,0.931221963209,94.3497695923,438.78302002,308.100934744,301.563632839,44.4568050155,32.0
993336701.995,993336711.995,993336706.859,993336702.09,993336711.96,26.1978372762,2.3169817962,5.3967544789e-15,4.77298250016e-16,16.5343363994,0.0920129501389,0.100538899657,26.7631160972,2.29798156579,5.51320191603e-15,4.73384202552e-16,16.5111583049,0.0894383397743,0.097472674493,30.4030911829,2.1716562211,6.26303678368e-15,4.47361181547e-16,16.372705645,0.074908286788,0.0804619719029,180.0,195.998763365,16.0,14.7263619247,6.44667222113,27.1098935432,23.4657262707,0.918507511634,93.6493301392,439.734649658,308.916777317,301.563784229,44.4565901358,32.0
993336711.995,993336721.995,993336712.39,993336712.03,993336712.79,15.7178611655,5.72839228634,3.23787940009e-15,1.18004881099e-15,17.0890163791,0.337394964517,0.492127625329,14.7727023742,5.85524179268,3.04317668908e-15,1.20617980929e-15,17.1563501296,0.362489997659,0.548046874769,18.4126774599,5.35023538482,3.79301155674e-15,1.10214848927e-15,16.9172076361,0.27695682396,0.372731419925,11.0,11.8437194789,1.0,0.941603337529,0.643237220915,1.73340614409,2.34136745834,0.928949851479,93.0790328979,440.798950195,309.620791266,301.563550626,44.4568365058,36.0
993336751.995,993336761.995,993336757.932,993336754.02,993336761.835,27.7457584057,2.47502671904,5.71562623157e-15,5.09855504123e-16,16.4720084991,0.0927728564789,0.101446959347,26.0735375399,2.53950603327,5.37114873322e-15,5.23138242854e-16,16.5395001043,0.100910244855,0.111259069358,29.7135126256,2.39693148286,6.12098360088e-15,4.9376788547e-16,16.397615011,0.0842307915003,0.0913191302596,142.0,153.672710566,6.0,5.52816842554,5.17181231658,10.1768555107,18.8252679804,0.924124126939,91.6013336182,423.241790771,309.273209742,301.563881553,44.4568033805,32.0
