t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,flags
993367097.995,993367108.995,993367103.566,993367098.045,993367108.96,28.4328799056,2.27526501887,5.85717326055e-15,4.68704593887e-16,16.4454478733,0.0835818271943,0.0905567730486,29.0083595603,2.25745120823,5.97572206942e-15,4.65034948896e-16,16.4236920753,0.0813663129208,0.0879615910198,32.6644104885,2.14081976712,6.72886856063e-15,4.41008872028e-16,16.2948129384,0.0689242163555,0.073598007548,211.0,232.803463428,18.0,16.3824840586,7.12712888266,30.1586638352,26.0571461667,0.906474735491,163.475692749,407.022277832,236.628528091,301.56400536,44.4567015138,0.0
993367108.995,993367119.995,993367114.805,993367109.055,993367119.98,28.0514559607,2.20425599167,5.77859992791e-15,4.54076734285e-16,16.4601114814,0.0821299234767,0.088854761658,27.6869983083,2.21582324825,5.70352165152e-15,4.56459589139e-16,16.4743103146,0.0835907376101,0.0905672336652,31.3430492365,2.09689796278,6.45666814272e-15,4.31960980332e-16,16.3396468877,0.0703108452875,0.0751813072274,204.0,223.423007884,14.0,12.7456055387,7.12831116712,23.4635011054,26.0614686589,0.913143611667,161.828720093,406.981994629,238.273596568,301.563946743,44.4565292795,0.0
993367119.995,993367130.995,993367125.619,993367120.005,993367130.965,28.5051639399,2.2345704254,5.87206377163e-15,4.60321507632e-16,16.4426911423,0.0819414179637,0.0886341461155,28.379194136,2.23852427056,5.84611399202e-15,4.61135999736e-16,16.4474998526,0.0824319138842,0.0892083664491,32.0352450642,2.12077538358,6.59926048323e-15,4.36879729018e-16,16.3159298735,0.0695980356469,0.0743668562079,207.0,228.174314089,15.0,13.6581238533,7.12260242218,25.1433643662,26.0405971966,0.907358666812,160.990066528,408.025360107,239.144631349,301.564171167,44.4567561941,0.0
993367130.995,993367141.995,993367133.682,993367131.0,993367135.96,33.056774859,3.33981719929,6.80969562096e-15,6.88002343053e-16,16.2818488002,0.104500602736,0.115640336095,30.9179114687,3.43735638189,6.36908976254e-15,7.0809541467e-16,16.3544746268,0.114457973974,0.127961620931,34.5739623968,3.26886446968,7.12223625375e-15,6.73386080753e-16,16.2331271117,0.0980860387709,0.10783522163,101.0,111.867641321,3.0,2.66662686626,3.23560371926,4.90901764017,11.829531981,0.902920988674,160.992233276,409.047729492,239.178958028,301.564145517,44.4566962024,4.0
993367163.995,993367174.995,993367173.037,993367171.005,993367174.915,29.7362033155,3.67996858396,6.12565788299e-15,7.58073528296e-16,16.3967862062,0.126677947146,0.143434648799,28.6775816808,3.73531499131,5.90758182625e-15,7.69474888209e-16,16.4361436865,0.132938298333,0.151516517262,32.333632609,3.54050707507,6.66072831745e-15,7.29344457465e-16,16.3058637517,0.112817488739,0.125914221567,77.0,83.4023073138,4.0,3.63944330133,2.57942892846,6.69988425926,9.43052352805,0.923289848566,160.411941528,427.657531738,241.179138451,301.563904456,44.4565169721,4.0
993367174.995,993367185.995,993367180.071,993367175.015,993367185.98,27.6119896914,2.24438296784,5.68806987642e-15,4.62342891376e-16,16.4772557436,0.0848483506747,0.092045516039,28.0032679166,2.23205196921,5.76867319081e-15,4.59802705657e-16,16.4619782113,0.0832646307125,0.0901845134455,31.6593188447,2.11335865369,6.52181968202e-15,4.35351882661e-16,16.3287460832,0.0701598154044,0.0750086459265,208.0,224.41750018,17.0,15.5844448554,7.0885132204,28.689546211,25.9159653388,0.926917565563,161.565002441,427.1690979,239.977932197,301.564092288,44.4566029085,0.0
