t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,flags
999270097.995,999270108.995,999270103.565,999270099.04,999270108.92,31.3644594135,2.34704447424,6.46107863919e-15,4.83491161694e-16,16.3389054835,0.0783508011528,0.0844477163934,29.8556710266,2.39605815724,6.15026823148e-15,4.93587980392e-16,16.3924329083,0.0838154192524,0.0908310662794,33.5578497787,2.27390766864,6.91291705442e-15,4.68424979741e-16,16.265514686,0.0711849600352,0.0761816300846,187.0,217.792338756,9.0,7.73271603408,6.49005643069,14.2352272445,24.0273490177,0.858745107196,182.76133728,237.070724487,271.548495483,301.564741524,44.4567015282,0.0
999270108.995,999270119.995,999270114.561,999270109.065,999270119.985,28.3413380994,2.09873740316,5.83831564847e-15,4.3233990505e-16,16.4489491224,0.0775634356631,0.0835336968067,26.1960395649,2.16912601151,5.39638415037e-15,4.46839958371e-16,16.5344109058,0.0863742133319,0.0938441296375,29.898218317,2.04613946479,6.1590329733e-15,4.21504729747e-16,16.390886728,0.0718721314796,0.0769692318707,181.0,213.510950444,7.0,6.03945435054,7.14125999686,11.118086418,26.4382210237,0.847969943847,181.872238159,236.330154419,272.704123251,301.564523991,44.4568093097,0.0
999270119.995,999270130.995,999270125.194,999270119.995,999270130.985,29.4356195587,2.20445117086,6.06373762909e-15,4.54116941197e-16,16.4078170469,0.0784106610631,0.0845172638657,28.3977415879,2.23711586054,5.8499347671e-15,4.60845867272e-16,16.4467904927,0.0823301522275,0.0890891884492,32.09992034,2.11829386809,6.61258359004e-15,4.36368536827e-16,16.3137401134,0.0693834650932,0.0741219136912,196.0,229.633630054,12.0,10.3533869634,7.15371339311,19.0596441825,26.4843257227,0.85373403242,183.257446289,235.528533936,272.081233713,301.56464504,44.45659739,0.0
999270130.995,999270141.995,999270136.703,999270131.19,999270141.95,29.8622474514,2.17640588868,6.15162297499e-15,4.48339613068e-16,16.3921937753,0.0763794087117,0.0821619016369,28.1576873281,2.23051890944,5.80048358959e-15,4.59486895345e-16,16.4560075448,0.0827702077918,0.0896047332032,31.8598660802,2.11122499929,6.56313241252e-15,4.34912349854e-16,16.3218901351,0.0696638743948,0.0744420350657,196.0,227.72926914,9.0,7.75630973169,7.14784138032,14.278661097,26.4625864817,0.860838124416,184.408935547,234.717330933,271.657629685,301.564375921,44.4567456575,0.0
999270141.995,999270152.995,999270147.071,999270142.095,999270152.98,25.940626771,2.07604099549,5.34376911483e-15,4.27664445071e-16,16.545048837,0.0835900372848,0.0905664114931,24.6756655798,2.11822329153,5.08318710943e-15,4.36353998054e-16,16.5993278106,0.0894171900184,0.0974475521286,28.3778443319,1.99225123213,5.84583593237e-15,4.1040375382e-16,16.4475514949,0.0736668911483,0.0790313531668,174.0,202.894650155,11.0,9.46570902439,7.14975555515,17.4255097949,26.4696730991,0.857814187734,184.195495605,233.644134521,272.480931619,301.564506253,44.4568139673,0.0
999270152.995,999270163.995,999270157.96,999270153.025,999270163.89,30.8953102217,2.19336866569,6.36443390567e-15,4.51833945132e-16,16.3552685991,0.0744671683264,0.0799532114317,28.9537425245,2.25438802945,5.96447096005e-15,4.64403934067e-16,16.4257382299,0.0814076151314,0.0880098660299,32.6559212766,2.13653026827,6.72711978298e-15,4.40125235263e-16,16.2950951489,0.0688077266257,0.0734651926888,203.0,233.617720016,8.0,6.84187165008,7.15391607045,12.5952637195,26.4850760704,0.869078736995,183.398422241,232.874267578,273.582261715,301.564489629,44.4567643348,0.0
999270163.995,999270174.995,999270169.568,999270164.035,999270174.97,28.0653577309,2.19015959605,5.78146369257e-15,4.51172876787e-16,16.4595735443,0.0815850022454,0.088217245621,27.4622670886,2.20935059728,5.65722702026e-15,4.55126223039e-16,16.4831590334,0.0840120947743,0.0910621101488,31.1644458407,2.0887640787,6.41987584319e-15,4.30285400212e-16,16.3458514781,0.0704354129292,0.0753237549489,193.0,222.607625545,14.0,12.024920391,7.14299964398,22.1367852652,26.4446615083,0.867154161147,181.95690918,232.420059204,275.001501835,301.564350657,44.4565163293,0.0
999270174.995,999270185.995,999270180.392,999270175.015,999270185.93,24.4169571666,2.02471454094,5.02989317632e-15,4.17091195434e-16,16.6107711466,0.0864934187649,0.0939848754158,23.1526993107,2.06794568245,4.769456058e-15,4.25996810584e-16,16.6684959212,0.0928863937645,0.101582752008,26.8548780628,1.93863013237,5.53210488093e-15,3.99357807268e-16,16.5074420381,0.0756784942341,0.0813513526646,164.0,191.891815617,11.0,9.46281903307,7.14551059097,17.4201895836,26.4539574829,0.854788849715,180.624328613,233.17791748,275.599877381,301.56441666,44.4567413889,0.0
999270185.995,999270196.995,999270191.559,999270186.09,999270196.985,21.766492795,1.96328207222,4.48389751576e-15,4.04436106877e-16,16.7355288565,0.093762901312,0.102632121633,20.9271700738,1.99302575462,4.3109970352e-15,4.10563305451e-16,16.7782237405,0.098769550206,0.108662051874,24.6293488259,1.85825102056,5.07364585813e-15,3.82799710234e-16,16.6013676757,0.0789741927939,0.0851724025998,151.0,175.669796994,13.0,11.09203767,7.13253924152,20.4194329834,26.4059352286,0.8597808812,179.906967163,234.032394409,275.655925401,301.564492184,44.4566078497,0.0
999270196.995,999270205.995,999270201.515,999270196.995,999270205.98,27.134177402,2.30151482608,5.58964054481e-15,4.74112054173e-16,16.4962083498,0.0883939833422,0.0962334316343,25.3235384564,2.36794898502,5.21664892202e-15,4.87797490913e-16,16.5711890262,0.0970547371691,0.106589850326,29.0257172085,2.22999956654,5.97929774495e-15,4.59379910708e-16,16.4230426007,0.0803662578785,0.0867939172778,148.0,169.416756216,7.0,5.99731065266,5.83678105176,11.0405037015,21.6088067906,0.873806908032,179.546035767,235.521057129,275.05140064,301.564497699,44.4569037753,0.0
